"x/c = 0.2: Wing Normalised Coordiantes in wing coordiantes[Z] (m)","x/c = 0.2: Pressure Coefficient"
0.05512126554986229,0.5547782254470914
0.0629886426789301,0.5329725202373466
0.06989782511378106,0.49978743731038516
0.0768306530619328,0.44613040722446823
0.08391775579716215,0.35338143325596477
0.0548870680149148,0.5552795565390422
0.04675677163814572,0.5689340555594407
0.08964488707787775,0.22066437095547276
0.039123867144902194,0.5762833547632297
0.03353208049450284,0.580075931254582
0.02919741467681118,0.5819013164587286
0.030226623619782407,0.5814801300220516
0.09412462604186914,0.027882753419169
0.024249068950973143,0.5839092966286918
0.0985673086449887,-0.2534771554679927
0.10870349921879206,-2.8465892281028244
0.10944114187161444,-3.6920872248773966
0.10856126029533619,-2.749311277940527
0.10124619853361161,-0.6223598236118243
0.1037593158497615,-1.0606808869901962
0.1038707433361965,-1.0817348159736933
0.10670540026999736,-1.9820076962917823
0.02907491336178635,-0.835395823816007
0.02391494867018898,-0.7952470550080656
0.036632304323285465,-0.9897477265959118
0.043667102901170665,-1.3412212379953226
0.04643073259415943,-1.5429454787241483
0.04947848341319057,-1.796401240717341
0.05590756650243984,-2.479253929046429
0.06303040183446418,-3.137384443904824
0.07004224220975401,-3.2528509102174246
0.07406074890814247,-3.034097639911313
0.07899172430965473,-2.700007840519767
0.08337555645271906,-2.540611804003704
0.08757848390315959,-2.518000227650489
0.0919924156272195,-2.451949612017581
0.09473062717181421,-2.4009776265404144
0.0969046901466012,-2.3687304065910952
0.10000372588690862,-2.372769573480163
0.1029132264335505,-2.397633474590303
0.10575182661881255,-2.398829048884199
0.1068052342999499,-2.549720097829969
0.10703325497981675,-2.597151792623683
0.10879077687191062,-3.8066136224743192
0.10944114187161444,-3.6920872248773966
0.00448816037813307,0.5866475715597789
5.831225136785198E-4,0.5863860553671757
0.012275160193816734,0.5862326689503203
1.0214760098565804E-17,0.5863038143350384
0.02020482496789715,0.5847298006382406
0.024249068950973146,0.5839092966286918
0.02391494867018898,-0.7952470550080655
0.019738236526839096,-0.7832664905476444
0.011308327834683836,-0.7818445881585062
0.005699407241113988,-0.78189342842657
0.005699407241113987,-0.78189342842657
7.631793834210806E-17,-0.7826802420284737
