"top  sym edge: Position in wing coordiantes[X] (m)","top  sym edge: Wall Shear Stress in wing coordiantes[i] (Pa)"
6.865636171182358E-6,-0.09677101241003502
1.6064247329793613E-5,8.384772470531331
4.716843469871926E-5,10.90312363368966
1.1034733076937183E-4,12.011823896779454
2.0546168843736255E-4,9.104903372102635
3.228752728702136E-4,4.320918670066599
4.776822008294631E-4,1.5594858539484653
6.593140246692156E-4,0.4243758158435913
8.464421487666624E-4,0.11954068904305701
8.732658286364878E-4,0.07709709746819858
0.0010430765589435603,-0.24075742141365872
0.0011983604765901928,-0.4276946535371875
0.001256154022174609,-0.42796524634536054
0.0015887318810222436,0.36460027022833247
0.0016016343730123142,0.4127135029609284
0.0018694150356922043,1.6154533644225735
0.001917155029442717,1.8277766580964412
0.0022154605029045165,2.999143138276576
0.0022211210901568286,3.0201873432482853
0.002568244995474486,4.005218862040072
0.0029435287897015125,4.6208593208573925
0.0033570830371084173,4.987930792576819
0.0037830853823321163,5.188405261166326
0.004210333059863401,5.2664816062258355
0.0046956053553120864,5.249173524358689
0.005226738904335754,5.222428107804177
0.005810966204242677,5.22204428000286
0.006387318422243229,5.167560801825942
0.007178876717689447,5.087910723641531
0.007836824921845485,4.9501617887115135
0.00865910836430339,4.762609376594039
0.009406159939805257,4.606361673717281
0.010300090550946585,4.441112996971109
0.011107862591555075,4.281302522583065
0.01190902754112513,4.154178632521216
0.012743149305078038,4.058218521948741
0.013809112533608215,3.9139230442842043
0.014423389743682456,3.719548120815376
0.015206381716951859,3.5259485713935756
0.01520638171695186,3.5259485713935756
0.015695958496898088,3.3749877257030203
0.01629900331882581,3.2203210223559413
0.017028810845612447,3.1109919927876906
0.01713737896564095,3.0940994269465785
0.01841044279857538,3.0393317810406084
0.020439801183499154,2.9895202987854237
0.020439801183499154,2.9895202987854237
0.022058467598134,2.9284458742910076
0.02372310150434967,2.8781864530342154
0.025406959253659815,2.838786368633831
0.027128373444440874,2.8101340162218724
0.028852461790839636,2.882465511968327
0.03068050512428611,2.9175154824535166
0.032530076590343765,2.902691697118833
0.03514625732989184,2.975944688753649
0.037288615753352294,3.079240408776093
0.039462257404029824,3.1795031739354362
0.04172047813268472,3.2649322963208363
0.044031286829572566,3.318431008546568
0.04644882396612225,3.32935555102425
0.04644882396612225,3.32935555102425
0.048943084770112125,3.323243106573223
0.0514317824896683,3.3102592989689676
0.05398797235708864,3.2853866003285264
0.0566882636012924,3.2417091864627645
0.060029060866169916,3.1769256833698387
0.06274893780741235,3.095885668776896
0.0659226280532052,2.9677253255938183
0.0683217993214425,2.813034503491945
0.0706068332126887,2.6549747907360857
0.0728711768455995,2.4525060790681286
0.07505166920954365,2.2253357392759754
0.07714917242786615,2.008657981624429
0.0791102481789219,1.839160723192769
0.08088080464133957,1.7262990629021893
0.0828130465500069,1.6145117760084085
0.084296031499834,1.5183002218874562
0.08565505386683549,1.475486696881159
0.08690700220108773,1.4762975518830537
0.08808303913374944,1.524917566623063
0.08910415596156077,1.6181636837283313
0.09000000000000034,1.6974164338952316
0.09000000000000036,1.6974164338952316
0.09054557908027455,1.7034449000127558
0.09111891469354483,1.6580577005045025
0.09188085536832057,1.5384353324787816
0.09249529941206006,1.3714166673710857
0.0930983645338468,1.2086483959229952
0.09371073100213573,1.0441733934092894
0.09442745180487655,0.9044807246730951
0.09496297457113217,0.7756398149400654
0.09553099169794027,0.49283663867400895
0.09599590626176657,0.25738323724640444
0.09643676638941062,0.10518787516762479
0.09684875804032109,-0.03702127971358585
0.09721523754243504,-0.15361413266123705
0.09723534640029426,-0.16004896233423563
0.09752782277368928,-0.2456174560928106
0.09758123326927172,-0.2594968460103728
0.09794026542342013,-0.34234276784036666
0.0979879910958189,-0.35123997912569954
0.09820917341443314,-0.3799803917485041
0.09824925947683791,-0.383251079850484
0.09854836831365153,-0.40225162788039454
0.09864906998985346,-0.40662927314638186
0.09871644622363995,-0.4086957983521486
0.09893682144649851,-0.4058444940116584
0.09913369958556927,-0.3675856536570883
0.09930343107836634,-0.2747466841480867
0.09943085315729507,-0.2293320381652688
0.09958035915403453,-0.28750620520099096
0.09972624817692625,-0.44208590747746374
0.09984432718012451,-0.5955761206623607
0.0998705106949491,-0.5562500599163607
0.0999400699617648,-0.42519661062142877
0.09996358483824037,-0.22882049316514858
0.09998179241912022,-0.07905716723620769
0.10000000000000009,-0.061848825776437966
