"Time","Efficiency Monitor: Efficiency Monitor"
0.08,1.7565716639924425
0.16,1.7619066235607652
0.24,1.7579017792806337
0.32,1.755114333848776
0.4,1.757391032098789
0.48000000000000004,1.7619161318602163
0.56,1.7661052736551284
0.64,1.7693940703181021
0.72,1.7705676362221219
0.7999999999999999,1.7689514437350202
0.8799999999999999,1.7650396634854915
0.9599999999999999,1.759959445009409
1.0399999999999998,1.755897963118973
1.1199999999999999,1.755425666300513
1.2,1.759259938869051
1.28,1.7657177979426246
1.36,1.7719694384089535
1.4400000000000002,1.775551113619129
1.5200000000000002,1.7751195846094776
1.6000000000000003,1.7711799170844582
1.6800000000000004,1.7654599187713538
1.7600000000000005,1.7596518830196635
1.8400000000000005,1.755992808178744
1.9200000000000006,1.7565902913778664
2.0000000000000004,1.7608670223495997
2.0800000000000005,1.7668177148600936
2.1600000000000006,1.7722612498067705
2.2400000000000007,1.7753511785426817
2.3200000000000007,1.774709241458177
2.400000000000001,1.7709455597265986
2.480000000000001,1.7654030437015424
2.560000000000001,1.7598723209220974
2.640000000000001,1.7563109509602268
2.720000000000001,1.756710295359065
2.800000000000001,1.7608340193265353
2.8800000000000012,1.7668553005524397
2.9600000000000013,1.7722409543282789
3.0400000000000014,1.7753951267545225
3.1200000000000014,1.7748478756501718
3.2000000000000015,1.771081871265681
3.2800000000000016,1.765536178221363
3.3600000000000017,1.7599232856154825
3.4400000000000017,1.7562846149045044
3.520000000000002,1.7566858912453793
3.600000000000002,1.7608067095176902
3.680000000000002,1.7667846401156613
3.760000000000002,1.7722814340297073
3.840000000000002,1.7754480198982396
3.920000000000002,1.7748824282684155
4.000000000000002,1.7711295554796604
4.080000000000002,1.7654693015742562
4.160000000000002,1.7600242010960752
4.240000000000002,1.756376775392113
4.320000000000002,1.756683216941292
4.400000000000002,1.7607886240888888
4.480000000000002,1.7668183599650769
4.560000000000002,1.772273179663404
4.640000000000002,1.775434224684876
4.720000000000002,1.7748909285432386
4.8000000000000025,1.7711133333634437
4.880000000000003,1.7656172174298943
4.960000000000003,1.7599908690484203
5.040000000000003,1.756378184597818
